id,created_at,text
1348920741505490944,2021-01-12 09:12:21,@ya_ma_on_toast_ Jesus wept Leo’s what blast from the past that was some right hairdoo’s on the tills😂
1348768097822527488,2021-01-11 23:05:48,RT @TheCrooksUK: This was backstage @Leadmill back in March at one of our last shows of the year before all the madness took over our lives…
1348721454607642624,2021-01-11 20:00:27,@LDJ39592484 Hey I’ll give it a go mate send us the details mate
1348718339389054976,2021-01-11 19:48:04,@Eddieswales77 Them eyes tell a story 😂
1348712981639606272,2021-01-11 19:26:47,@LDJ39592484 Enjoy pal I do enjoy a nice glass of vino@timto 👌
1348681489962164228,2021-01-11 17:21:39,@rsstokey Pure grueller mate
1348667396131852288,2021-01-11 16:25:38,@kingells20 Forgot all about the good olde days of Monday Club pal
1348666915510743041,2021-01-11 16:23:44,@MarkJamesCoomb1 Had it Christmas mate
1348666684610064384,2021-01-11 16:22:49,@docko6 I will indeed mate be nice to see an upset
1348661561280393218,2021-01-11 16:02:27,@areeyoushaw @lukeblareau_ I’ll make it till wed say at least chief
1348657398718869507,2021-01-11 15:45:55,@NMfansonly Good film 👌
1348657161388351488,2021-01-11 15:44:58,@DannyMScott98 My body is a temple till Thursday mate
1348656484553531393,2021-01-11 15:42:17,@lukeblareau_ Laying off it till thurssay mate
1348655499789611009,2021-01-11 15:38:22,I tell you what lads I’m glad to see the back of that ducker Going to rinse the olde nutsack and watch telly in my pit roll on Friday
1348566023084142592,2021-01-11 09:42:49,@creative_a_r_t @OnlyFoolsLines @onlyfoolsbook @OnlyFoolsHQ @BeingBoycie Fair play 👌
1348560250459336704,2021-01-11 09:19:53,@iamtomskinner @BoyGeorge Rum duckers 😂
1348225920453251072,2021-01-10 11:11:22,@RobinHoodGav Looks👌
1348217462337241089,2021-01-10 10:37:46,@Craigrobz132 Couple of hundred mate
1348211821870788609,2021-01-10 10:15:21,@RossiDavies1 A boggie boggie boogie 😂
1348211688848429057,2021-01-10 10:14:49,@ChorleyRachel I had a foreman before and hated scrubbing it this one seems great so far
1348211406760505348,2021-01-10 10:13:42,@RossMcK_GAWA I want one of them too😂
1348211178401628160,2021-01-10 10:12:48,@JacWills23 I’m eyeing up a kfc style number for the week
1348211058037678080,2021-01-10 10:12:19,@DTHB_ Straight pork mate
1348209713020809217,2021-01-10 10:06:58,@Gsxrspeedfreak It’s dead easy mate just pull the tray out
1348193002204893188,2021-01-10 09:00:34,@bwadelvis3232 @jdubs36 Sinclair C5 wasn’t it 😂
1348192520937811968,2021-01-10 08:58:39,@1GarethWynJones You should carry a few boxes of milk tray  captain  not all heroes wear capes👌
1348189795500093440,2021-01-10 08:47:50,@kobibbq2021 There’s nothing you cant do in it I got this so called XL version glad I didn’t get the smaller one I… https://t.co/41kb4nSwNE
1348189435154804743,2021-01-10 08:46:24,@DyerTHFC A fresh village bakery bap and bit of brown sauce chief https://t.co/4aIOOQuE26
1348188265157976064,2021-01-10 08:41:45,https://t.co/EuPwMUPPTH
1348188015068401664,2021-01-10 08:40:45,@MikeyMopp 😂😂😂😂
1348187752823709696,2021-01-10 08:39:43,@smecky83 Cheers for that 👌
1348187631381864450,2021-01-10 08:39:14,@stankovich69 I said the same thing mate but believe me it’s worth it
1348187416444727296,2021-01-10 08:38:22,@ClarenceCWater I’m not overly keen on the chips mate prefer the olde pan
1348186484042559488,2021-01-10 08:34:40,@SWAINY831 Doesn’t reek the house out either 👌
1348185144532865025,2021-01-10 08:29:21,@SWAINY831 Done a couple steaks other night pal Jesus wept unreal
1348182000075743232,2021-01-10 08:16:51,Bore da lads if it moves it goes into my ninja air fryer best bit of kit since I bought a soda steam in the 90’s 👌 https://t.co/IDWGNuY4d6
1348176557127434240,2021-01-10 07:55:13,@kobibbq2021 I’m out myself once match of day finished then off the supermarket to get dinner enjoy this fine day of rest pal
1348170488196042753,2021-01-10 07:31:06,@kobibbq2021 Bore da captain you out with the dog ?
1348007105123528705,2021-01-09 20:41:53,@alll5xo @WXM_Lager Hope they nice and cold the pilsners that is 👌
1348001577093763072,2021-01-09 20:19:55,@garethtaxi He your wel pal
1347965123001020416,2021-01-09 17:55:03,@jackfband @SimonDonnelly13 Cracker that lads
1347964972022837255,2021-01-09 17:54:27,This Tweet from @bootlegger1974 has been withheld in: United Kingdom.
1347944381966331905,2021-01-09 16:32:38,@cranekicker You too lads
1347891010010042368,2021-01-09 13:00:34,@donaldo1903 Mickey’s theme off rocky mate
1347886810882519045,2021-01-09 12:43:52,@richwatkin Never a truer word spoken pal
1347886583404507138,2021-01-09 12:42:58,@Eddieswales77 Was it ok my pal had a 3 flat kegs of that last eeek mate
1347884031040516099,2021-01-09 12:32:50,@BenMcCarthy76 So did I mate
1347823106300194816,2021-01-09 08:30:44,Nothing worse thinking  ahhh ffs what am I do in these clothes well enjoy ya day I got a wee job for an oils  girl… https://t.co/O4XiW8deWK
1347816844539867137,2021-01-09 08:05:51,@TatwsTrading Wrap up@at least@it’s dry bigman
1347816078873948160,2021-01-09 08:02:49,@Llelo2801 @carolvorders @1GarethWynJones @AledHall @ItsYourWales @ffionhooson0 @Ruth_ITV @DerekTheWeather… https://t.co/a4xG0WGsTL
1347814525463101440,2021-01-09 07:56:38,@moodymarty65 The brother arms album was 👌totally loved your latest trick enjoy ya weaelmpisss
1347814286807207936,2021-01-09 07:55:41,"RT @moodymarty65: Moodymarty classic album night. “She gets rock n roll a rock n roll station
And a rock n roll dream
She's making movies o…"
1347579724911042562,2021-01-08 16:23:37,@CP_Heating Barsteward had me mate fine now though
1347576869995106306,2021-01-08 16:12:17,@Craigrobz132 Just back from the supermarket run 👌 https://t.co/8UpXwvtE1L
1347564259325181953,2021-01-08 15:22:10,@Craigrobz132 Was I poorly over Christmas mate back up and running g now pal
1347538925968044034,2021-01-08 13:41:30,@MrJB8 Nothing worse fingers crossed it’s not ok for Monday mate 😂
1347538744417669126,2021-01-08 13:40:47,@iDannyThomas You can’t be too careful mate 😂
1347470417494220801,2021-01-08 09:09:16,@KER1NS17 Not worth bending over to put you socks on pal
1347465187163566083,2021-01-08 08:48:29,@NJWesthead Congratulations mate life changer 👌
1347463537707397120,2021-01-08 08:41:56,@NJWesthead Forecast is bleak oal (that’s what I keep@telling myself anyway )
1347456845636624384,2021-01-08 08:15:21,@Shaunwinner Different world up there pal 😂
1347456243716272129,2021-01-08 08:12:57,@robwxm Gunna have a damm good go at  it later mate
1347453908134875137,2021-01-08 08:03:40,@samholbrook00 A bit sloppy on the pavements or I’d be out there pal 😂
1347453482903760896,2021-01-08 08:01:59,@Chris_Durant92 Not gunna waste  my time van staying where it is mate
1347453087968067585,2021-01-08 08:00:25,There’s two ways of saying it but the polite way is ‘duck dat shot’ https://t.co/cSGFpjDVJP
1347111831731625985,2021-01-07 09:24:23,@KautoStarrr Absolute grueller mate
1347107386507583495,2021-01-07 09:06:43,@KautoStarrr been ill since boxing day mate
1347097657924333568,2021-01-07 08:28:04,@NorthWalesPCC @ArfonJ @Adamprice Enjoy your retirement Arfon top man
1347085837096415232,2021-01-07 07:41:05,@TatwsTrading bbrrrrrrr hope ya wrapped up pal
1347082993492492290,2021-01-07 07:29:47,Do you remember when you joined Twitter? I do! #MyTwitterAnniversary https://t.co/QL8WgOmgKm
1346562157887021056,2021-01-05 21:00:11,@1GarethWynJones Watched that was good 👌
1346486178212704258,2021-01-05 15:58:16,@therealMickeyT enjoy the fresh air bigman 👌
1346196039624232962,2021-01-04 20:45:21,@Eddieswales77 @SWAINY831 Paradise 👌
1346140767753003014,2021-01-04 17:05:43,RT @1GarethWynJones: Wild Carneddau Ponies in the snow https://t.co/ETYpyjEJ3I
1346140753840525313,2021-01-04 17:05:40,@1GarethWynJones Wow great video they ate made of steel pal
1346037390675218439,2021-01-04 10:14:56,@robertmdaws What a photo 👌👌👌
1345669381536313344,2021-01-03 09:52:36,@leenico59 A good 6/7 to be on the safe side pal
1345119826864386048,2021-01-01 21:28:52,@hargrave01 @Tommeh_7 Good olde Tommeh
1345088478489538562,2021-01-01 19:24:18,@Wrightymfc55 Hey cheers pal fingers crossed we get back to normal soon
1344978102930300928,2021-01-01 12:05:42,@wrexham4eva @Wrexham_AFC @northwaleslive @fearlessidzine @wrexham @RMcElhenney @VancityReynolds Im feeing a bit be… https://t.co/NpuFA7WXSM
1344946035974676481,2021-01-01 09:58:17,@JackoThecrooks Best of luck for 2021 lads you gunna own it no doubt about it👌
1344888694822592514,2021-01-01 06:10:26,@moodymarty65 All the best for 2021 olde pal
1344595697245499393,2020-12-31 10:46:10,@ya_ma_on_toast_ Not touching a drop till@about 4 o clock 😂 have a good one enjoyed the banter 👌
1344564077385965569,2020-12-31 08:40:31,@bradlaba Phuket mate two days later we got the ferry over to the phi phi islands but I had the shots💩 in paradise 🔥
1344550048709935105,2020-12-31 07:44:46,@McLovin1809 I’ll be live indeed with the olde tunes pumping mate 💯
1344547708288294913,2020-12-31 07:35:28,wishing you all the best for 2021 the good times are just round the corner https://t.co/dZjHeseldm
1344528962253434882,2020-12-31 06:20:59,@Rachcoops18 @WheatsheafInn70 @kevmichcooper all the best to you all for later hope to see you all soon in  2021
1344527042130415616,2020-12-31 06:13:21,@jstandring85 @1GarethWynJones You too pal 🏴󠁧󠁢󠁷󠁬󠁳󠁿
1344524584620617728,2020-12-31 06:03:35,@1GarethWynJones All the best to you and yours for 2021 mate will raise one for you later
1344335259362590721,2020-12-30 17:31:17,@TatwsTrading @richrobscows1 @1GarethWynJones @Welshracer @ScottQuinnell Aye he’s a budgie supper his lads get it down em though 👌
1344317331628023813,2020-12-30 16:20:02,@choppsyboy84 @Baxter__86 How you boys faring up there ?
1344316885488300034,2020-12-30 16:18:16,@choppsyboy84 @Baxter__86 Will do mate set it off 🔥
1344311759914622976,2020-12-30 15:57:54,@pieman180 Had a few panels round the back mate
1344311034136440837,2020-12-30 15:55:01,@ksteamie Spaten Lowenbrau Hertog Jan La Virgin and the Stella all 👌👌👌
1344310349789589509,2020-12-30 15:52:18,@Baxter__86 Great minds think alike 🍺
1344309448567881728,2020-12-30 15:48:43,Well I suppose I can’t blame people having a good  gawp when they walk passed 😂 https://t.co/JkauVTq1Mc
1344276323922046976,2020-12-30 13:37:05,@BelmacClothing Cheers lads top service will  be onto you again soon👌
1344009182991757313,2020-12-29 19:55:34,@JakeBanwell_391 really have you let the lads know mate?
1344008917030993923,2020-12-29 19:54:30,@pbeck1 I fell for that olde trick the last settee I bought 200odd quid for duck all but I  did opt for the 30 quid… https://t.co/tJuk6GIDsG
1344005970557591554,2020-12-29 19:42:48,@pbeck1 yes mate drawn in hook line sinker
1343980143333830658,2020-12-29 18:00:10,@woolsey05 I bet they've took the cash for them though pal
1343979920670777348,2020-12-29 17:59:17,@MRT_543 get about don't I mate
1343977588683845632,2020-12-29 17:50:01,@yoyogriffinho maybe they chock a block mate
1343977380419936260,2020-12-29 17:49:12,@jase2511 Its bizarre mate its quicker to build a house ffs
1343973799511908357,2020-12-29 17:34:58,@kierannmccoy Maybe it has  something to do with it being made with luxurious South American leather
1343964864201580551,2020-12-29 16:59:27,@Calum_Turnbull8 I've used some excuses in my time but that's a new one on me😀
1343963399126986752,2020-12-29 16:53:38,@bluenose199011 @Thisismkt I love a bit of late night gaming once the tribe go to bed mate
1343957485607137284,2020-12-29 16:30:08,@Thisismkt how you finding the ps5 can't wait to get one mate
1343957025567481857,2020-12-29 16:28:19,@AlShutt I had to be quick it ends on Monday by all accounts pal
1343954492073660416,2020-12-29 16:18:15,@jay_f_1 Wish I’d of found that out half hour ago mate
1343954333243731971,2020-12-29 16:17:37,@LiamWil56257821 Jesus wept how long does it take to. make one ffs
1343952877941878785,2020-12-29 16:11:50,@ptfcseasiders @toffon10 be there like a shot lads 👌
1343951437848588289,2020-12-29 16:06:06,@marsh1981 I'll 😃gear up for may then
1343950439776182274,2020-12-29 16:02:08,@Larky_Loyal mate it been living hell trying to get hold of anything lately struggled like hell to buy a fridge
1343950001261707264,2020-12-29 16:00:24,@robp365 has to be pal
1343949934815571970,2020-12-29 16:00:08,@toffon10 sure is mate place will have to remain like n 80's football terrace till it arrives
1343949405947359233,2020-12-29 15:58:02,just ordered my settee they're hoping it will be with me by the end of April
1343649165897834498,2020-12-28 20:04:59,@DGardinerSPUD @_Leeroy72 @MaddieMadelene @Colinmac07 Wel I’m gunna have to think of a way of getting out of this one 🔥
1343644615891685379,2020-12-28 19:46:54,@_Leeroy72 @MaddieMadelene @Colinmac07 😂😂😂
1343643902247624711,2020-12-28 19:44:04,@Colinmac07 @MaddieMadelene Your fault guvnor 😂
1343642411185172482,2020-12-28 19:38:09,@MaddieMadelene @Colinmac07 Don’t mind iff I have a rollie do you love?
1343641353545277442,2020-12-28 19:33:56,@L4rn4 I do the same pal if I book somewhere I spend weeks on the olde tube checking it out fingers crossed pal
1343633068255543309,2020-12-28 19:01:01,@therealMickeyT Glimmers of daylight at the end of tunnel pal all the best for new year hope to see you in2021 pal
1343632507019866112,2020-12-28 18:58:47,@countycasual77 Had on radio pal
1343632356645728256,2020-12-28 18:58:11,@DGWUSports @BuffaloBills Let’s go Bills baby 👌
1343631390743678977,2020-12-28 18:54:21,@timchambers321 I’m addicted to that show pal
1343631175642996738,2020-12-28 18:53:30,@LeeWozza Shocking display mate best team won by a country mile total overhaul needed before we can challenge mate
1343630745148026881,2020-12-28 18:51:47,@peoffrey Hope so soon mate
1343630558274973698,2020-12-28 18:51:03,@cw_film Quality that pal I bet it took ages to do that
1343630388065918980,2020-12-28 18:50:22,@MorganJstar Calpe or skiathos fingered crossed pal
1343629482972864512,2020-12-28 18:46:46,@jonathanfulton I ain’t had the darts on at all pal
1343629143783710720,2020-12-28 18:45:25,Watching a recap of Michal Palins travels what a geezer I wonder how long it’s gunna be till my toxic trotters appear in another continent
1343589505794789376,2020-12-28 16:07:55,@capaled @WXM_Lager What you reckon chief ?
1343516884537323522,2020-12-28 11:19:21,@palmwa32 Upstairs for dancing captain 👌
1343314950412972034,2020-12-27 21:56:56,@BigDaddyTwix77 A perfect late night snack pal
1343312452650463232,2020-12-27 21:47:00,@chiefdougster @WxmRob The olde streets of Bangkok 😂
1343290483615916033,2020-12-27 20:19:43,@wyngriff2 It’s a lovely smell be nice in aftershave form 👌
1343156028658114562,2020-12-27 11:25:26,@FPit1984 Afraid not he will be remembered forever
1343139722227568640,2020-12-27 10:20:38,@FPit1984 Only the one but I’m riddled with guilt
1343138768744800257,2020-12-27 10:16:51,@BORRISLETTERBO3 Tragic isn’t it pal
1343138451416342529,2020-12-27 10:15:35,@Gsxrspeedfreak Slammed a couple in late on and ended up zzzzzzzz
1343137441620914178,2020-12-27 10:11:35,@kyronnwhite Lucky it was just the one I’ll pay my respects later
1343136322085654528,2020-12-27 10:07:08,Jesus wept and so did I   absolute frigging disaster https://t.co/m40M2eWCEs
1342805803783360513,2020-12-26 12:13:46,@welshwinny8 @wrexhamfc Won’t just be me sleeping like a log later mate👌
1342794708867813377,2020-12-26 11:29:41,@GreggBulman Jammy barsteward take a couple for me mate 👌
1342794557260488704,2020-12-26 11:29:05,@beestunglips You are indeed correct🍺
1342791293412454400,2020-12-26 11:16:06,@Steerio84 @cwmfarmsalami @Dan166 To be fair they great quality ain’t they pal
1342788770052112384,2020-12-26 11:06:05,@rbm1895 Confident chief?
1342788421744545792,2020-12-26 11:04:42,@jackmartin93_ I will be once I’ve rinsed the olde nutsack pal
1342784914316550146,2020-12-26 10:50:45,@lovelynut_em What’s good for the goose is most definitely good for the gander enjoy the day lovelynut  🍷🍷🍷
1342768234605514754,2020-12-26 09:44:29,@AdamWalshh Only problem in life worth having soon be done and dusted pall
1342767308809383938,2020-12-26 09:40:48,@GavinConroy2 And we all know what to tell the and we all know to tell the mrs when she says how much have you had to drink today ...
1342766878666747905,2020-12-26 09:39:05,@Eddieswales77 Doesn’t look like you’ve slept like log pal😂
1342763094146215936,2020-12-26 09:24:03,@tommycarter10 I’m backing Cryname mate
1342759112665346048,2020-12-26 09:08:14,Real men eat drink smoke and gamble on what is traditionally the best day of the festive break https://t.co/2CJVpMb7jW
1342750975895941122,2020-12-26 08:35:54,@Llelo2801 @carolvorders @1GarethWynJones @AledHall @ffionhooson0 @ItsYourWales @Ruth_ITV @DerekTheWeather… https://t.co/dmk8dipfHK
1342565187992301568,2020-12-25 20:17:39,@moodymarty65 @1GarethWynJones Love the tee pal
1342548312449282049,2020-12-25 19:10:35,@AlSear_ goodluck soldier
1342529984724951041,2020-12-25 17:57:46,@Boro_Rich Might raffle them off pal 😁
1342521854381195265,2020-12-25 17:25:27,@Steerio84 @Dan166 Suits you sir 🔥
1342520908221702144,2020-12-25 17:21:42,@JONESYCANEATER 😂😂😂
1342499636297261059,2020-12-25 15:57:10,"RT @hanshs4c: Ar ôl tipyn o feddwl ynglŷn â phwy gall rhannu ‘Neges Nadolig Hansh’ ar ddiwrnod Nadolig 2020, dim ond un person ddoth i’r co…"
1342482460781772802,2020-12-25 14:48:55,@WXM_Lager Cheers lads see you soon
1342475882166935552,2020-12-25 14:22:46,@SI8BALL That’s cruel 👌👌👌
1342470959010340864,2020-12-25 14:03:13,@SI8BALL They say great minds think alike pal https://t.co/AuEMxAnVwp
1342452763272368134,2020-12-25 12:50:54,@SWAINY831 To be fair I was glad off the socks and undies this year was desperate pal 😂
1342452545311170565,2020-12-25 12:50:03,@E55amgSteve Let’s hope we are all smiling in2021 mate
1342452257854468097,2020-12-25 12:48:54,@SWAINY831 Every dammned year 😂 https://t.co/IgvJzthW42
1342451570299068416,2020-12-25 12:46:10,@GavinConroy2 Topman Gav have a grueller mate
1342442436287733760,2020-12-25 12:09:52,@PaulJcooper87 Defo olde pal bet you got ya hands full 😂
1342433606053060613,2020-12-25 11:34:47,@1GarethWynJones All the best Gareth and family
1342432262932082691,2020-12-25 11:29:27,@nickytudor You too pal is the bar open baby
1342429577528881153,2020-12-25 11:18:47,@Josh__CCFC_ Be rocking tonight pal
1342429173625876480,2020-12-25 11:17:10,@DaithiOLaoi You too pal had a bottle off Marty for Christmas lovely drop fair play https://t.co/V6b5pnzZ3u
1342422911987179520,2020-12-25 10:52:17,@BigGaz10 I’ve been eating honey cashews all morning
1342422011298111493,2020-12-25 10:48:43,@RetroSolesUK You to pal
1342421963579469829,2020-12-25 10:48:31,@TatwsTrading Thank you for our Christmas veg and fruit bigman
1342416741947871232,2020-12-25 10:27:46,@stmartinsred How longs the turkey taking lads ?
1342416597999378433,2020-12-25 10:27:12,Duck it I can’t wait any longer lads https://t.co/8AhyMFcyOA
1342406565354209280,2020-12-25 09:47:20,@kedzz123 @WXM_Lager Well I tell you what she deserves a round of applause 🔥🔥🔥
1342405972267032576,2020-12-25 09:44:59,@mark_parfitt 😂😂😂Hazel usually lurks like a great white https://t.co/LfwXmlz1CV
1342405271604359168,2020-12-25 09:42:12,@Bell09 And to you too a fine effort from the main man I sadly have to wait till 1030 harsh but fair 😂
1342404844896837632,2020-12-25 09:40:30,@kets0489 2013 to be precise 😂
1342389931818299393,2020-12-25 08:41:14,@josginsband You too lads
1342379241925713927,2020-12-25 07:58:46,@mallers01 Cheers pa
1342377014716723202,2020-12-25 07:49:55,Grit your teeth lads the bar is open from 1030 https://t.co/e90TTkCI1m
1342369214657683456,2020-12-25 07:18:55,@SamBurn_ Love that lads 👌
1342368714306560000,2020-12-25 07:16:56,@JJ13883134 Brown on a wee fry mate
1342333845367115777,2020-12-25 04:58:22,@LegendaryLarry3 I’ve set a 1030 am curfew have a good one mate 🇺🇸
1342330139712094219,2020-12-25 04:43:39,@SWAINY831 Hope your well bigman all the best to you and family
1342329964125945857,2020-12-25 04:42:57,@albundylfc 1030 mate
1342329895746211846,2020-12-25 04:42:41,@davebytheway Not yet pal😂
1342326468001595392,2020-12-25 04:29:03,@WillZz1 I was in bed early last night feel a million euro this morning
1342325847898906629,2020-12-25 04:26:36,Jesus wept you’d swear it was me having a delivery off Santa  flamethrower and Iwan both zzzzzz  duck it I am gunna… https://t.co/qro2FWpIDh
1342107315869257728,2020-12-24 13:58:13,@AdamKidd21 All the best chief
1342107060796846080,2020-12-24 13:57:13,@timfairb @WXM_Lager Thanks Tim wish you all the best also 🎄
1342086797271191555,2020-12-24 12:36:41,@baldy_john @WXM_Lager Hey cheers mate I do a good grinch impression 😂al the best 🎄
1342074416717565961,2020-12-24 11:47:30,@G_Heathcote @WXM_Lager 😂😂😂😂😂
1342064489131372546,2020-12-24 11:08:03,That’ll do me lads 👌see you in a bit live from the back kitchen many thanks to all that have supported us all year… https://t.co/3Sz9hCXBWW
1341998631960924160,2020-12-24 06:46:21,@chesneyAP You too bigman🍺
1341994034047442947,2020-12-24 06:28:05,@Thealangray @WXMLagerClub @WXM_Lager Glad you enjoyed it pal over and out 😂
1341529854999732231,2020-12-22 23:43:36,That’s the last of the graft for captain for this barsteward year https://t.co/zn7S5w1xdN
1341482381044232194,2020-12-22 20:34:57,@Thisismkt chuck a Jamesons into her pal
1341456562066501633,2020-12-22 18:52:22,@AlSear_ @JamesLeah He did indeed
1341422621305565188,2020-12-22 16:37:30,@kobibbq2021 @WXM_Lager I sat the dame@thing myself pal 😂
1341422375427076100,2020-12-22 16:36:31,@JamesLeah @WXM_Lager A bit of both pal
1341421260555874305,2020-12-22 16:32:05,@JamesLeah @WXM_Lager Deeeeww taking no chances I like  your style
1341077119259062275,2020-12-21 17:44:35,@SgorioF Wish I was In gasping 👌
1340184579076988928,2020-12-19 06:37:57,@moodymarty65 Yeah great track give me a call@in 5 just making a coffee
1340181541088071680,2020-12-19 06:25:53,@TatwsTrading How’s tricks pal
1340181222442622977,2020-12-19 06:24:37,@moodymarty65 Bore da moody mart did it cut off early
1340180643154714625,2020-12-19 06:22:19,"RT @moodymarty65: Classic album night. Did Paul McCartney die on November 9 1966 ? Sgt, Peppers and Magical Mystery Tour would have us beli…"
1339960980994973698,2020-12-18 15:49:27,@richynorman What a boy☘️enjoy lads
1339815596213628931,2020-12-18 06:11:45,@1GarethWynJones 😂😂😂😂
1339693245014675456,2020-12-17 22:05:34,RT @worcesterred: @bootlegger1974 Had to be done 👍 https://t.co/SqFbaB97j8
1339690043254972422,2020-12-17 21:52:51,@hargrave01 😂😂😂
1339665437123092481,2020-12-17 20:15:04,@cfc_williams @LydiaaElen @WXM_Lager Absolute frigging  disaster pal😂
1339609994313011207,2020-12-17 16:34:46,@Aspiracions Taste good when you’ve earned them pal
1339609177480704004,2020-12-17 16:31:31,@SimonLew87 Order from the brewery direct to door mate
1339609030998810624,2020-12-17 16:30:56,@TerranceTerrace Because I’ve got about 10 tops on 😀
1339608789314662405,2020-12-17 16:29:58,@davidsheridan79 Back and too like a yo-yo mate
1339595803069796354,2020-12-17 15:38:22,@HSMSpen Alright now I’ve rinsed the nutsack https://t.co/pfto5y016s
1339582303954063376,2020-12-17 14:44:44,@JONESYCANEATER I’d be happy with it too drop some off pal
1339512472718479361,2020-12-17 10:07:15,One for the mantelpiece lads https://t.co/8rcWUDMbOm
1339309754552905730,2020-12-16 20:41:43,@1GarethWynJones Good them 👌
1339242556748668935,2020-12-16 16:14:42,@welshy1000 All the best to you and family mate
1338952979811094534,2020-12-15 21:04:01,I gotta stop eating all these frigging tins of chocolates that the flamethrowers been stashing for Christmas
1338932485346918400,2020-12-15 19:42:35,RT @ArfonJ: Llongyfarchiadau @bootlegger1974 you have reached the dizzy heights of featuring on the front page of Wales's premier weekly @C…
1338899596832071681,2020-12-15 17:31:54,@adammtfc You too pal let’s hope 2021 is better than the shiate that we’ve had this year
1338899111639199747,2020-12-15 17:29:58,@1GarethWynJones @WelshLamb_PGI What a gal ❤️
1338851416274837504,2020-12-15 14:20:26,@adammtfc Ahead of the game pal👌
1338575229392654342,2020-12-14 20:02:58,@themonk1967 Not having any till Friday mate
1338575110752571395,2020-12-14 20:02:30,@AlwynOwen12 Hope t he open before then pal
1338567558362959882,2020-12-14 19:32:29,Hadn’t been a bad Monday at all barring a bit of a soaking early afternoon See you on the other side I’m goosed
1338263160512532480,2020-12-13 23:22:55,@gavsimao @ross_law1 @PaulD1986 @barrydavidson3 Beautiful drop 👌
1338183173885358082,2020-12-13 18:05:05,@1GarethWynJones @Porc_Blasus Any left for a butty ?👌
1338169225995825154,2020-12-13 17:09:40,@Barrymore_Jones @JosGins It’s a box full of fuel receipts
1338163414770864128,2020-12-13 16:46:34,@baldy_john 🔥🔥🔥
1338163112499929089,2020-12-13 16:45:22,@tgriffiths1 @josginsband About as many as you pal I just wanna eat after about 6 or 7 😂
1338161901956689923,2020-12-13 16:40:33,That’s why they call me the captain ffs @josginsband
1338161344319787008,2020-12-13 16:38:20,Ffs the captains tagged another Chilean dentist
1338156125972205570,2020-12-13 16:17:36,@Billyth51601367 @JosGins I like that pal 😂😂😂
1338155581329248257,2020-12-13 16:15:26,@richierees30 @JosGins You too bigman
1338151780396511233,2020-12-13 16:00:20,A tasty Sunday afternoon in the house cooking eating and drinking with my familyproud I’d have had this track by… https://t.co/GdZLfJASng
1338114651222138880,2020-12-13 13:32:48,@razorj84 Not seen them Ray will keep an eye out olde pal
1338113253470334976,2020-12-13 13:27:15,"RT @welshmusicpod: 🎧TODAY’S TUNE / CÂN Y DYDD🎧

Dolgellau band Josgins pay tribute to the legendary Wrexham fan &amp; social media sensation @b…"
1338103857805660160,2020-12-13 12:49:55,@totiredtoshave Cold sounds minging but bob ion mate
1338103641241169922,2020-12-13 12:49:03,Im heading in there  shortly I’m on dinner duty
1338103047206146053,2020-12-13 12:46:41,Jesus wept I can’t get enough of these cold coffees https://t.co/acD9XBML2V
1338095579411456002,2020-12-13 12:17:01,@seamiesanchez No I haven’t sorry pal
1338082947174453248,2020-12-13 11:26:49,@moodymarty65 @WXM_Lager Love you Moodymart hope you and Family are ready for Christmas
1338082776495632384,2020-12-13 11:26:08,"RT @moodymarty65: Moddymarty classic album . “While the Pope owns 51% of General Motors, and the stock exchange is all’s he’s qualified to…"
1338082688905916417,2020-12-13 11:25:48,@Jamers42589239 They don’t stop do they I feel your pain pal
1338082494311231489,2020-12-13 11:25:01,@TatwsTrading Will@find out in 20 mins got nowt on popping the supermarket
1338071261084327937,2020-12-13 10:40:23,@Gary_Bissett We weeee in talks with people but the Covid put a spanner in that works mate
1338071041416032256,2020-12-13 10:39:31,@andyfilby Will have to see what’s there fancy some crackling
1338070788428197890,2020-12-13 10:38:30,@Jamers42589239 It’s raining here too pal I’m finishing work this week so Monday can duck itself 😂
1338064049192493056,2020-12-13 10:11:44,@ryangibbo31 Buy 6 save 25% at Sainsbury will look out for a bottle of pap
1338063629799841792,2020-12-13 10:10:04,@Danboy360 Not got owt I’m popping to Sainsbury once I’ve rinsed the nutsack fancy a bit of pork if I’m honest
1338062917242064896,2020-12-13 10:07:14,@ryangibbo31 Some vino  that mate 👌
1338060768726675461,2020-12-13 09:58:41,@Danboy360 I wish mate  I’m cooking lunch today
1338059850694225926,2020-12-13 09:55:03,"Deeew that’s the longest lie in I’ve had since I was claiming job seekers allowance in the 90’s,not leaving the bun… https://t.co/x8ZGg7gyxT"
1337937885518057474,2020-12-13 01:50:24,@prettygreen8 Got more sense than you current
1337932377746714637,2020-12-13 01:28:31,@NikWilliams17 @WXM_Lager Just got home pal hoe enjoyed
1337915256321007623,2020-12-13 00:20:29,@terry600_terry Never been beat fights the best mate
1337902950056857602,2020-12-12 23:31:34,@robdocs Alwatys in control mate no doubt
1337896681195638785,2020-12-12 23:06:40,Fury is the king
1337783297775198208,2020-12-12 15:36:07,@chesneyAP my spidey senses are telling me you only had it so you could have pint mate
1337710476524986370,2020-12-12 10:46:45,@fakeSteveRobrts Some would question my technique
1337677059737456642,2020-12-12 08:33:58,@GavinConroy2 @Jonny_Shurben It’s all@about having the pennies pal
